document_id,ticket_pk,retrieval_text_clean,metadata_json,source_system_encoded,similarity_method_encoded,priority_encoded,urgency_encoded,impact_encoded,text_word_count,text_char_count,avg_word_length,unique_word_ratio,uppercase_ratio,digit_ratio,special_char_ratio,repetition_ratio,text_complexity_score,retrieval_quality_score,corpus_quality_score,similarity_confidence
doc_53,2013_58,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue unresolved_ticket,"{""ticket_pk"": ""2013_58"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,95,15.0,1.0,0.0,0.0,0.07368421052631578,0.0,6.412,0.5166666666666667,0.3,0.25
doc_54,2013_71,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue very_long_resolution,"{""ticket_pk"": ""2013_71"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,98,15.5,1.0,0.0,0.0,0.08163265306122448,0.0,6.612,0.5166666666666667,0.3,0.25
doc_55,2013_70,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue very_long_resolution,"{""ticket_pk"": ""2013_70"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,98,15.5,1.0,0.0,0.0,0.08163265306122448,0.0,6.612,0.5166666666666667,0.3,0.25
doc_56,2013_59,prio_medium urg_medium impact_medium ticket_unknown_status unresolved_ticket,"{""ticket_pk"": ""2013_59"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,5,76,14.4,1.0,0.0,0.0,0.07894736842105263,0.0,6.170000000000001,0.5166666666666667,0.3,0.25
doc_57,2013_60,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue fast_resolution,"{""ticket_pk"": ""2013_60"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,93,14.666666666666666,1.0,0.0,0.0,0.07526881720430108,0.0,6.278666666666667,0.5166666666666667,0.3,0.25
doc_58,2013_61,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue very_long_resolution,"{""ticket_pk"": ""2013_61"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,98,15.5,1.0,0.0,0.0,0.08163265306122448,0.0,6.612,0.5166666666666667,0.3,0.25
doc_59,2013_62,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue fast_resolution,"{""ticket_pk"": ""2013_62"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,93,14.666666666666666,1.0,0.0,0.0,0.07526881720430108,0.0,6.278666666666667,0.5166666666666667,0.3,0.25
doc_60,2013_63,prio_critical urg_critical impact_critical ticket_unknown_status resolution_overdue very_long_resolution,"{""ticket_pk"": ""2013_63"", ""source_system"": ""GLPI"", ""priority_encoded"": 5.0, ""urgency_encoded"": 5.0, ""impact_encoded"": 5.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,5.0,5.0,5.0,6,104,16.5,1.0,0.0,0.0,0.07692307692307693,0.0,7.0120000000000005,0.5166666666666667,0.3,0.25
doc_61,2013_64,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue unresolved_ticket,"{""ticket_pk"": ""2013_64"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,95,15.0,1.0,0.0,0.0,0.07368421052631578,0.0,6.412,0.5166666666666667,0.3,0.25
doc_62,2013_65,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue unresolved_ticket,"{""ticket_pk"": ""2013_65"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,95,15.0,1.0,0.0,0.0,0.07368421052631578,0.0,6.412,0.5166666666666667,0.3,0.25
doc_63,2013_66,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue very_long_resolution,"{""ticket_pk"": ""2013_66"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,98,15.5,1.0,0.0,0.0,0.08163265306122448,0.0,6.612,0.5166666666666667,0.3,0.25
doc_64,2013_67,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue very_long_resolution,"{""ticket_pk"": ""2013_67"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,98,15.5,1.0,0.0,0.0,0.08163265306122448,0.0,6.612,0.5166666666666667,0.3,0.25
doc_65,2013_68,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue fast_resolution,"{""ticket_pk"": ""2013_68"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,93,14.666666666666666,1.0,0.0,0.0,0.07526881720430108,0.0,6.278666666666667,0.5166666666666667,0.3,0.25
doc_66,2013_69,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue fast_resolution,"{""ticket_pk"": ""2013_69"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,93,14.666666666666666,1.0,0.0,0.0,0.07526881720430108,0.0,6.278666666666667,0.5166666666666667,0.3,0.25
doc_67,2013_72,prio_medium urg_medium impact_medium ticket_unknown_status unresolved_ticket,"{""ticket_pk"": ""2013_72"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,5,76,14.4,1.0,0.0,0.0,0.07894736842105263,0.0,6.170000000000001,0.5166666666666667,0.3,0.25
doc_68,2013_73,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue unresolved_ticket,"{""ticket_pk"": ""2013_73"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,95,15.0,1.0,0.0,0.0,0.07368421052631578,0.0,6.412,0.5166666666666667,0.3,0.25
doc_69,2013_74,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue long_resolution,"{""ticket_pk"": ""2013_74"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,93,14.666666666666666,1.0,0.0,0.0,0.07526881720430108,0.0,6.278666666666667,0.5166666666666667,0.3,0.25
doc_70,2013_75,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue unresolved_ticket,"{""ticket_pk"": ""2013_75"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,95,15.0,1.0,0.0,0.0,0.07368421052631578,0.0,6.412,0.5166666666666667,0.3,0.25
doc_71,2013_76,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue fast_resolution,"{""ticket_pk"": ""2013_76"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,93,14.666666666666666,1.0,0.0,0.0,0.07526881720430108,0.0,6.278666666666667,0.5166666666666667,0.3,0.25
doc_72,2013_77,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue fast_resolution,"{""ticket_pk"": ""2013_77"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,93,14.666666666666666,1.0,0.0,0.0,0.07526881720430108,0.0,6.278666666666667,0.5166666666666667,0.3,0.25
doc_73,2013_78,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue very_long_resolution,"{""ticket_pk"": ""2013_78"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,98,15.5,1.0,0.0,0.0,0.08163265306122448,0.0,6.612,0.5166666666666667,0.3,0.25
doc_74,2013_79,prio_medium urg_medium impact_medium ticket_unknown_status unresolved_ticket,"{""ticket_pk"": ""2013_79"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,5,76,14.4,1.0,0.0,0.0,0.07894736842105263,0.0,6.170000000000001,0.5166666666666667,0.3,0.25
doc_75,2013_80,prio_medium urg_medium impact_medium ticket_unknown_status unresolved_ticket,"{""ticket_pk"": ""2013_80"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,5,76,14.4,1.0,0.0,0.0,0.07894736842105263,0.0,6.170000000000001,0.5166666666666667,0.3,0.25
doc_76,2013_81,prio_medium urg_medium impact_medium ticket_unknown_status unresolved_ticket,"{""ticket_pk"": ""2013_81"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,5,76,14.4,1.0,0.0,0.0,0.07894736842105263,0.0,6.170000000000001,0.5166666666666667,0.3,0.25
doc_77,2013_82,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue fast_resolution,"{""ticket_pk"": ""2013_82"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,93,14.666666666666666,1.0,0.0,0.0,0.07526881720430108,0.0,6.278666666666667,0.5166666666666667,0.3,0.25
doc_78,2013_83,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue unresolved_ticket,"{""ticket_pk"": ""2013_83"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,95,15.0,1.0,0.0,0.0,0.07368421052631578,0.0,6.412,0.5166666666666667,0.3,0.25
doc_79,2013_84,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue unresolved_ticket,"{""ticket_pk"": ""2013_84"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,95,15.0,1.0,0.0,0.0,0.07368421052631578,0.0,6.412,0.5166666666666667,0.3,0.25
doc_80,2013_85,prio_high urg_high impact_medium ticket_unknown_status resolution_overdue fast_resolution,"{""ticket_pk"": ""2013_85"", ""source_system"": ""GLPI"", ""priority_encoded"": 4.0, ""urgency_encoded"": 4.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,4.0,4.0,3.0,6,89,14.0,1.0,0.0,0.0,0.07865168539325842,0.0,6.0120000000000005,0.5166666666666667,0.3,0.25
doc_81,2013_86,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue unresolved_ticket,"{""ticket_pk"": ""2013_86"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,95,15.0,1.0,0.0,0.0,0.07368421052631578,0.0,6.412,0.5166666666666667,0.3,0.25
doc_82,2013_87,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue unresolved_ticket,"{""ticket_pk"": ""2013_87"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,95,15.0,1.0,0.0,0.0,0.07368421052631578,0.0,6.412,0.5166666666666667,0.3,0.25
doc_83,2013_88,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue fast_resolution,"{""ticket_pk"": ""2013_88"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,93,14.666666666666666,1.0,0.0,0.0,0.07526881720430108,0.0,6.278666666666667,0.5166666666666667,0.3,0.25
doc_84,2013_89,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue fast_resolution url_heavy_activity,"{""ticket_pk"": ""2013_89"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.5, ""similarity_confidence"": 0.45}",0,1,3.0,3.0,3.0,7,112,15.142857142857142,1.0,0.0,0.0,0.08035714285714286,0.0,6.4711428571428575,0.65,0.5,0.45
doc_85,2013_91,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue fast_resolution,"{""ticket_pk"": ""2013_91"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,93,14.666666666666666,1.0,0.0,0.0,0.07526881720430108,0.0,6.278666666666667,0.5166666666666667,0.3,0.25
doc_86,2013_92,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue very_long_resolution,"{""ticket_pk"": ""2013_92"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,98,15.5,1.0,0.0,0.0,0.08163265306122448,0.0,6.612,0.5166666666666667,0.3,0.25
doc_87,2013_93,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue unresolved_ticket,"{""ticket_pk"": ""2013_93"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,95,15.0,1.0,0.0,0.0,0.07368421052631578,0.0,6.412,0.5166666666666667,0.3,0.25
doc_88,2013_94,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue fast_resolution,"{""ticket_pk"": ""2013_94"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,93,14.666666666666666,1.0,0.0,0.0,0.07526881720430108,0.0,6.278666666666667,0.5166666666666667,0.3,0.25
doc_89,2013_95,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue very_long_resolution,"{""ticket_pk"": ""2013_95"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,98,15.5,1.0,0.0,0.0,0.08163265306122448,0.0,6.612,0.5166666666666667,0.3,0.25
doc_90,2013_96,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue very_long_resolution,"{""ticket_pk"": ""2013_96"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,98,15.5,1.0,0.0,0.0,0.08163265306122448,0.0,6.612,0.5166666666666667,0.3,0.25
doc_91,2013_97,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue fast_resolution,"{""ticket_pk"": ""2013_97"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,93,14.666666666666666,1.0,0.0,0.0,0.07526881720430108,0.0,6.278666666666667,0.5166666666666667,0.3,0.25
doc_92,2013_98,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue unresolved_ticket,"{""ticket_pk"": ""2013_98"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,95,15.0,1.0,0.0,0.0,0.07368421052631578,0.0,6.412,0.5166666666666667,0.3,0.25
doc_93,2013_99,prio_medium urg_medium impact_medium ticket_unknown_status unresolved_ticket,"{""ticket_pk"": ""2013_99"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,5,76,14.4,1.0,0.0,0.0,0.07894736842105263,0.0,6.170000000000001,0.5166666666666667,0.3,0.25
doc_94,2013_100,prio_high urg_critical impact_medium ticket_unknown_status resolution_overdue unresolved_ticket,"{""ticket_pk"": ""2013_100"", ""source_system"": ""GLPI"", ""priority_encoded"": 4.0, ""urgency_encoded"": 5.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,4.0,5.0,3.0,6,95,15.0,1.0,0.0,0.0,0.07368421052631578,0.0,6.412,0.5166666666666667,0.3,0.25
doc_95,2013_101,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue long_resolution,"{""ticket_pk"": ""2013_101"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,93,14.666666666666666,1.0,0.0,0.0,0.07526881720430108,0.0,6.278666666666667,0.5166666666666667,0.3,0.25
doc_96,2013_102,prio_medium urg_medium impact_medium ticket_unknown_status unresolved_ticket moderate_waiting_time,"{""ticket_pk"": ""2013_102"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,98,15.5,1.0,0.0,0.0,0.08163265306122448,0.0,6.612,0.5166666666666667,0.3,0.25
doc_97,2013_103,prio_medium urg_medium impact_medium ticket_unknown_status unresolved_ticket,"{""ticket_pk"": ""2013_103"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,5,76,14.4,1.0,0.0,0.0,0.07894736842105263,0.0,6.170000000000001,0.5166666666666667,0.3,0.25
doc_98,2013_104,prio_medium urg_medium impact_medium ticket_unknown_status resolution_overdue fast_resolution,"{""ticket_pk"": ""2013_104"", ""source_system"": ""GLPI"", ""priority_encoded"": 3.0, ""urgency_encoded"": 3.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,3.0,3.0,3.0,6,93,14.666666666666666,1.0,0.0,0.0,0.07526881720430108,0.0,6.278666666666667,0.5166666666666667,0.3,0.25
doc_99,2013_105,prio_high urg_critical impact_medium ticket_unknown_status resolution_overdue very_long_resolution,"{""ticket_pk"": ""2013_105"", ""source_system"": ""GLPI"", ""priority_encoded"": 4.0, ""urgency_encoded"": 5.0, ""impact_encoded"": 3.0, ""similarity_method"": ""synthetic_context"", ""corpus_quality_score"": 0.3, ""similarity_confidence"": 0.25}",0,1,4.0,5.0,3.0,6,98,15.5,1.0,0.0,0.0,0.08163265306122448,0.0,6.612,0.5166666666666667,0.3,0.25
