chunk_id,document_id,rag_id,chunk_index,chunk_text,chunk_word_count,chunk_token_estimate,bm25_tokens,metadata_json,priority_encoded,retrieval_quality_score
doc_22_chunk_0,doc_22,39a560ddae8ddbba9401c24a665ccd71,0,[PROBLEM] the application crashes whenever i try to upload a file. the application crashes whenever i try to upload a file. [RESOLUTION] security settings updated and customer notified of precautionary measures. [CONTEXT] Category : data sync issue Priority : medium Product : Analytics Dashboard Language : chinese Escalation: medium SLA Status: met,52,69,"['problem', 'the', 'application', 'crashes', 'whenever', 'i', 'try', 'to', 'upload', 'a', 'file', 'the', 'application', 'crashes', 'whenever', 'i', 'try', 'to', 'upload', 'a', 'file', 'resolution', 'security', 'settings', 'updated', 'and', 'customer', 'notified', 'of', 'precautionary', 'measures', 'context', 'category', 'data', 'sync', 'issue', 'priority', 'medium', 'product', 'analytics', 'dashboard', 'language', 'chinese', 'escalation', 'medium', 'sla', 'status', 'met']","{""rag_id"": ""39a560ddae8ddbba9401c24a665ccd71"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""data sync issue"", ""priority"": ""medium"", ""language"": ""chinese"", ""product"": ""Analytics Dashboard"", ""is_sla_breached"": 0, ""is_escalated"": 1, ""escalation_risk_level"": ""medium"", ""issue_complexity_score"": 10.0, ""sla_risk_score"": 4.25}",3,3.9375
doc_23_chunk_0,doc_23,56ed1fa564095ce9325b5c4e0e0ce9aa,0,[PROBLEM] i found a bug in the latest update affecting report generation. i found a bug in the latest update affecting report generation. [RESOLUTION] the issue was escalated to engineering and resolved in the latest patch. [CONTEXT] Category : subscription cancellation Priority : low Product : Billing System Language : spanish Escalation: low SLA Status: breached,56,74,"['problem', 'i', 'found', 'a', 'bug', 'in', 'the', 'latest', 'update', 'affecting', 'report', 'generation', 'i', 'found', 'a', 'bug', 'in', 'the', 'latest', 'update', 'affecting', 'report', 'generation', 'resolution', 'the', 'issue', 'was', 'escalated', 'to', 'engineering', 'and', 'resolved', 'in', 'the', 'latest', 'patch', 'context', 'category', 'subscription', 'cancellation', 'priority', 'low', 'product', 'billing', 'system', 'language', 'spanish', 'escalation', 'low', 'sla', 'status', 'breached']","{""rag_id"": ""56ed1fa564095ce9325b5c4e0e0ce9aa"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""subscription cancellation"", ""priority"": ""low"", ""language"": ""spanish"", ""product"": ""Billing System"", ""is_sla_breached"": 1, ""is_escalated"": 1, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 8.0, ""sla_risk_score"": 3.95}",2,3.3416666666666663
doc_24_chunk_0,doc_24,b3bc6421ae5ab328ffb2e07b52ee422c,0,[PROBLEM] i found a bug in the latest update affecting report generation. i found a bug in the latest update affecting report generation. [RESOLUTION] the duplicate charge was reversed and refund processed within 3-5 business days. [CONTEXT] Category : account suspension Priority : low Product : Cloud Storage Language : english Escalation: low SLA Status: breached,56,74,"['problem', 'i', 'found', 'a', 'bug', 'in', 'the', 'latest', 'update', 'affecting', 'report', 'generation', 'i', 'found', 'a', 'bug', 'in', 'the', 'latest', 'update', 'affecting', 'report', 'generation', 'resolution', 'the', 'duplicate', 'charge', 'was', 'reversed', 'and', 'refund', 'processed', 'within', '3', '5', 'business', 'days', 'context', 'category', 'account', 'suspension', 'priority', 'low', 'product', 'cloud', 'storage', 'language', 'english', 'escalation', 'low', 'sla', 'status', 'breached']","{""rag_id"": ""b3bc6421ae5ab328ffb2e07b52ee422c"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""account suspension"", ""priority"": ""low"", ""language"": ""english"", ""product"": ""Cloud Storage"", ""is_sla_breached"": 1, ""is_escalated"": 0, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 8.0, ""sla_risk_score"": 3.2}",2,3.175
doc_25_chunk_0,doc_25,3caef5d831eab0fa58ec85793ab08774,0,[PROBLEM] i am experiencing very slow performance while using the dashboard. i am experiencing very slow performance while using the dashboard. [RESOLUTION] security settings updated and customer notified of precautionary measures. [CONTEXT] Category : feature request Priority : critical Product : E-commerce Store Language : chinese Escalation: low SLA Status: breached,51,68,"['problem', 'i', 'am', 'experiencing', 'very', 'slow', 'performance', 'while', 'using', 'the', 'dashboard', 'i', 'am', 'experiencing', 'very', 'slow', 'performance', 'while', 'using', 'the', 'dashboard', 'resolution', 'security', 'settings', 'updated', 'and', 'customer', 'notified', 'of', 'precautionary', 'measures', 'context', 'category', 'feature', 'request', 'priority', 'critical', 'product', 'e', 'commerce', 'store', 'language', 'chinese', 'escalation', 'low', 'sla', 'status', 'breached']","{""rag_id"": ""3caef5d831eab0fa58ec85793ab08774"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""feature request"", ""priority"": ""critical"", ""language"": ""chinese"", ""product"": ""E-commerce Store"", ""is_sla_breached"": 1, ""is_escalated"": 1, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 3.0, ""sla_risk_score"": 3.7}",0,2.05
doc_26_chunk_0,doc_26,52930a386dbd02657fecc4e1fe254d7f,0,[PROBLEM] i am unable to access my account after entering the correct credentials. i am unable to access my account after entering the correct credentials. [RESOLUTION] data synchronization restored after backend service restart. [CONTEXT] Category : data sync issue Priority : critical Product : Web Portal Language : english Escalation: low SLA Status: breached,54,72,"['problem', 'i', 'am', 'unable', 'to', 'access', 'my', 'account', 'after', 'entering', 'the', 'correct', 'credentials', 'i', 'am', 'unable', 'to', 'access', 'my', 'account', 'after', 'entering', 'the', 'correct', 'credentials', 'resolution', 'data', 'synchronization', 'restored', 'after', 'backend', 'service', 'restart', 'context', 'category', 'data', 'sync', 'issue', 'priority', 'critical', 'product', 'web', 'portal', 'language', 'english', 'escalation', 'low', 'sla', 'status', 'breached']","{""rag_id"": ""52930a386dbd02657fecc4e1fe254d7f"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""data sync issue"", ""priority"": ""critical"", ""language"": ""english"", ""product"": ""Web Portal"", ""is_sla_breached"": 1, ""is_escalated"": 0, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 1.0, ""sla_risk_score"": 3.3}",0,1.45
doc_27_chunk_0,doc_27,2665f8c38bce952129ef5d249c91f1f8,0,[PROBLEM] i am unable to access my account after entering the correct credentials. i am unable to access my account after entering the correct credentials. [RESOLUTION] provided step-by-step troubleshooting instructions and issue resolved. [CONTEXT] Category : performance issue Priority : critical Product : Mobile App Language : french Escalation: low SLA Status: breached,53,70,"['problem', 'i', 'am', 'unable', 'to', 'access', 'my', 'account', 'after', 'entering', 'the', 'correct', 'credentials', 'i', 'am', 'unable', 'to', 'access', 'my', 'account', 'after', 'entering', 'the', 'correct', 'credentials', 'resolution', 'provided', 'step', 'by', 'step', 'troubleshooting', 'instructions', 'and', 'issue', 'resolved', 'context', 'category', 'performance', 'issue', 'priority', 'critical', 'product', 'mobile', 'app', 'language', 'french', 'escalation', 'low', 'sla', 'status', 'breached']","{""rag_id"": ""2665f8c38bce952129ef5d249c91f1f8"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""performance issue"", ""priority"": ""critical"", ""language"": ""french"", ""product"": ""Mobile App"", ""is_sla_breached"": 1, ""is_escalated"": 0, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 9.0, ""sla_risk_score"": 4.3}",0,3.7
doc_28_chunk_0,doc_28,ccf826cb83db52ac2a1e4d0c15831702,0,[PROBLEM] the system is not syncing data across devices properly. the system is not syncing data across devices properly. [RESOLUTION] the issue was escalated to engineering and resolved in the latest patch. [CONTEXT] Category : performance issue Priority : critical Product : CRM Platform Language : german Escalation: low SLA Status: breached,52,69,"['problem', 'the', 'system', 'is', 'not', 'syncing', 'data', 'across', 'devices', 'properly', 'the', 'system', 'is', 'not', 'syncing', 'data', 'across', 'devices', 'properly', 'resolution', 'the', 'issue', 'was', 'escalated', 'to', 'engineering', 'and', 'resolved', 'in', 'the', 'latest', 'patch', 'context', 'category', 'performance', 'issue', 'priority', 'critical', 'product', 'crm', 'platform', 'language', 'german', 'escalation', 'low', 'sla', 'status', 'breached']","{""rag_id"": ""ccf826cb83db52ac2a1e4d0c15831702"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""performance issue"", ""priority"": ""critical"", ""language"": ""german"", ""product"": ""CRM Platform"", ""is_sla_breached"": 1, ""is_escalated"": 0, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 1.0, ""sla_risk_score"": 3.0}",0,1.3541666666666667
doc_29_chunk_0,doc_29,e11687b2c1bc130a6e15b33df326f7e0,0,[PROBLEM] the payment was deducted from my bank account but the transaction shows failed. the payment was deducted from my bank account but the transaction shows failed. [RESOLUTION] security settings updated and customer notified of precautionary measures. [CONTEXT] Category : refund request Priority : low Product : API Service Language : german Escalation: low SLA Status: breached,57,76,"['problem', 'the', 'payment', 'was', 'deducted', 'from', 'my', 'bank', 'account', 'but', 'the', 'transaction', 'shows', 'failed', 'the', 'payment', 'was', 'deducted', 'from', 'my', 'bank', 'account', 'but', 'the', 'transaction', 'shows', 'failed', 'resolution', 'security', 'settings', 'updated', 'and', 'customer', 'notified', 'of', 'precautionary', 'measures', 'context', 'category', 'refund', 'request', 'priority', 'low', 'product', 'api', 'service', 'language', 'german', 'escalation', 'low', 'sla', 'status', 'breached']","{""rag_id"": ""e11687b2c1bc130a6e15b33df326f7e0"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""refund request"", ""priority"": ""low"", ""language"": ""german"", ""product"": ""API Service"", ""is_sla_breached"": 1, ""is_escalated"": 1, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 3.0, ""sla_risk_score"": 2.05}",2,1.6278846153846154
doc_30_chunk_0,doc_30,8075405e6391a210ef5bc657494460aa,0,[PROBLEM] i am experiencing very slow performance while using the dashboard. i am experiencing very slow performance while using the dashboard. [RESOLUTION] explained billing breakdown and clarified applicable charges. [CONTEXT] Category : payment problem Priority : medium Product : Payment Gateway Language : spanish Escalation: low SLA Status: met,49,65,"['problem', 'i', 'am', 'experiencing', 'very', 'slow', 'performance', 'while', 'using', 'the', 'dashboard', 'i', 'am', 'experiencing', 'very', 'slow', 'performance', 'while', 'using', 'the', 'dashboard', 'resolution', 'explained', 'billing', 'breakdown', 'and', 'clarified', 'applicable', 'charges', 'context', 'category', 'payment', 'problem', 'priority', 'medium', 'product', 'payment', 'gateway', 'language', 'spanish', 'escalation', 'low', 'sla', 'status', 'met']","{""rag_id"": ""8075405e6391a210ef5bc657494460aa"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""payment problem"", ""priority"": ""medium"", ""language"": ""spanish"", ""product"": ""Payment Gateway"", ""is_sla_breached"": 0, ""is_escalated"": 0, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 7.0, ""sla_risk_score"": 3.65}",3,3.0375
doc_31_chunk_0,doc_31,f0ca9fe06d4f1f9390b276d029ced65f,0,[PROBLEM] i found a bug in the latest update affecting report generation. i found a bug in the latest update affecting report generation. [RESOLUTION] explained billing breakdown and clarified applicable charges. [CONTEXT] Category : security concern Priority : low Product : API Service Language : english Escalation: low SLA Status: met,51,68,"['problem', 'i', 'found', 'a', 'bug', 'in', 'the', 'latest', 'update', 'affecting', 'report', 'generation', 'i', 'found', 'a', 'bug', 'in', 'the', 'latest', 'update', 'affecting', 'report', 'generation', 'resolution', 'explained', 'billing', 'breakdown', 'and', 'clarified', 'applicable', 'charges', 'context', 'category', 'security', 'concern', 'priority', 'low', 'product', 'api', 'service', 'language', 'english', 'escalation', 'low', 'sla', 'status', 'met']","{""rag_id"": ""f0ca9fe06d4f1f9390b276d029ced65f"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""security concern"", ""priority"": ""low"", ""language"": ""english"", ""product"": ""API Service"", ""is_sla_breached"": 0, ""is_escalated"": 1, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 5.0, ""sla_risk_score"": 2.9}",2,2.35
doc_32_chunk_0,doc_32,c763884833c2f9660ea1ccc3bf2f2e91,0,[PROBLEM] there seems to be a discrepancy in my billing statement for this month. there seems to be a discrepancy in my billing statement for this month. [RESOLUTION] subscription status corrected and confirmation email sent to customer. [CONTEXT] Category : payment problem Priority : high Product : E-commerce Store Language : german Escalation: low SLA Status: breached,57,76,"['problem', 'there', 'seems', 'to', 'be', 'a', 'discrepancy', 'in', 'my', 'billing', 'statement', 'for', 'this', 'month', 'there', 'seems', 'to', 'be', 'a', 'discrepancy', 'in', 'my', 'billing', 'statement', 'for', 'this', 'month', 'resolution', 'subscription', 'status', 'corrected', 'and', 'confirmation', 'email', 'sent', 'to', 'customer', 'context', 'category', 'payment', 'problem', 'priority', 'high', 'product', 'e', 'commerce', 'store', 'language', 'german', 'escalation', 'low', 'sla', 'status', 'breached']","{""rag_id"": ""c763884833c2f9660ea1ccc3bf2f2e91"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""payment problem"", ""priority"": ""high"", ""language"": ""german"", ""product"": ""E-commerce Store"", ""is_sla_breached"": 1, ""is_escalated"": 1, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 7.0, ""sla_risk_score"": 4.45}",1,3.2375
doc_33_chunk_0,doc_33,4f3c91589c6fa9aafbb1c15dedc4b10b,0,[PROBLEM] i am experiencing very slow performance while using the dashboard. i am experiencing very slow performance while using the dashboard. [RESOLUTION] the issue was escalated to engineering and resolved in the latest patch. [CONTEXT] Category : subscription cancellation Priority : critical Product : Payment Gateway Language : french Escalation: low SLA Status: breached,54,72,"['problem', 'i', 'am', 'experiencing', 'very', 'slow', 'performance', 'while', 'using', 'the', 'dashboard', 'i', 'am', 'experiencing', 'very', 'slow', 'performance', 'while', 'using', 'the', 'dashboard', 'resolution', 'the', 'issue', 'was', 'escalated', 'to', 'engineering', 'and', 'resolved', 'in', 'the', 'latest', 'patch', 'context', 'category', 'subscription', 'cancellation', 'priority', 'critical', 'product', 'payment', 'gateway', 'language', 'french', 'escalation', 'low', 'sla', 'status', 'breached']","{""rag_id"": ""4f3c91589c6fa9aafbb1c15dedc4b10b"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""subscription cancellation"", ""priority"": ""critical"", ""language"": ""french"", ""product"": ""Payment Gateway"", ""is_sla_breached"": 1, ""is_escalated"": 0, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 8.0, ""sla_risk_score"": 4.7}",0,3.5291666666666663
doc_34_chunk_0,doc_34,4c54386103e7a7ae26dc94434abca550,0,[PROBLEM] the payment was deducted from my bank account but the transaction shows failed. the payment was deducted from my bank account but the transaction shows failed. [RESOLUTION] bug logged internally and workaround shared with the customer. [CONTEXT] Category : feature request Priority : low Product : Analytics Dashboard Language : english Escalation: low SLA Status: met,57,76,"['problem', 'the', 'payment', 'was', 'deducted', 'from', 'my', 'bank', 'account', 'but', 'the', 'transaction', 'shows', 'failed', 'the', 'payment', 'was', 'deducted', 'from', 'my', 'bank', 'account', 'but', 'the', 'transaction', 'shows', 'failed', 'resolution', 'bug', 'logged', 'internally', 'and', 'workaround', 'shared', 'with', 'the', 'customer', 'context', 'category', 'feature', 'request', 'priority', 'low', 'product', 'analytics', 'dashboard', 'language', 'english', 'escalation', 'low', 'sla', 'status', 'met']","{""rag_id"": ""4c54386103e7a7ae26dc94434abca550"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""feature request"", ""priority"": ""low"", ""language"": ""english"", ""product"": ""Analytics Dashboard"", ""is_sla_breached"": 0, ""is_escalated"": 1, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 2.0, ""sla_risk_score"": 2.15}",2,1.4028846153846155
doc_35_chunk_0,doc_35,5ba005a891c6b471b6362098f628244b,0,[PROBLEM] two-factor authentication codes are not being delivered to my phone. two-factor authentication codes are not being delivered to my phone. [RESOLUTION] provided step-by-step troubleshooting instructions and issue resolved. [CONTEXT] Category : account suspension Priority : low Product : Subscription Service Language : german Escalation: low SLA Status: met,49,65,"['problem', 'two', 'factor', 'authentication', 'codes', 'are', 'not', 'being', 'delivered', 'to', 'my', 'phone', 'two', 'factor', 'authentication', 'codes', 'are', 'not', 'being', 'delivered', 'to', 'my', 'phone', 'resolution', 'provided', 'step', 'by', 'step', 'troubleshooting', 'instructions', 'and', 'issue', 'resolved', 'context', 'category', 'account', 'suspension', 'priority', 'low', 'product', 'subscription', 'service', 'language', 'german', 'escalation', 'low', 'sla', 'status', 'met']","{""rag_id"": ""5ba005a891c6b471b6362098f628244b"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""account suspension"", ""priority"": ""low"", ""language"": ""german"", ""product"": ""Subscription Service"", ""is_sla_breached"": 0, ""is_escalated"": 0, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 7.0, ""sla_risk_score"": 3.75}",2,3.0625
doc_36_chunk_0,doc_36,2cfe9c201a72e6422e3322b2028ab3d7,0,[PROBLEM] i am unable to access my account after entering the correct credentials. i am unable to access my account after entering the correct credentials. [RESOLUTION] security settings updated and customer notified of precautionary measures. [CONTEXT] Category : feature request Priority : high Product : Billing System Language : german Escalation: low SLA Status: met,55,73,"['problem', 'i', 'am', 'unable', 'to', 'access', 'my', 'account', 'after', 'entering', 'the', 'correct', 'credentials', 'i', 'am', 'unable', 'to', 'access', 'my', 'account', 'after', 'entering', 'the', 'correct', 'credentials', 'resolution', 'security', 'settings', 'updated', 'and', 'customer', 'notified', 'of', 'precautionary', 'measures', 'context', 'category', 'feature', 'request', 'priority', 'high', 'product', 'billing', 'system', 'language', 'german', 'escalation', 'low', 'sla', 'status', 'met']","{""rag_id"": ""2cfe9c201a72e6422e3322b2028ab3d7"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""feature request"", ""priority"": ""high"", ""language"": ""german"", ""product"": ""Billing System"", ""is_sla_breached"": 0, ""is_escalated"": 0, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 4.0, ""sla_risk_score"": 3.1}",1,2.15
doc_37_chunk_0,doc_37,d7fe2fcbeacc5996b9cd2787ee8e153d,0,[PROBLEM] i would like to request a refund for the recent charge. i would like to request a refund for the recent charge. [RESOLUTION] subscription status corrected and confirmation email sent to customer. [CONTEXT] Category : account suspension Priority : medium Product : API Service Language : spanish Escalation: low SLA Status: breached,53,70,"['problem', 'i', 'would', 'like', 'to', 'request', 'a', 'refund', 'for', 'the', 'recent', 'charge', 'i', 'would', 'like', 'to', 'request', 'a', 'refund', 'for', 'the', 'recent', 'charge', 'resolution', 'subscription', 'status', 'corrected', 'and', 'confirmation', 'email', 'sent', 'to', 'customer', 'context', 'category', 'account', 'suspension', 'priority', 'medium', 'product', 'api', 'service', 'language', 'spanish', 'escalation', 'low', 'sla', 'status', 'breached']","{""rag_id"": ""d7fe2fcbeacc5996b9cd2787ee8e153d"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""account suspension"", ""priority"": ""medium"", ""language"": ""spanish"", ""product"": ""API Service"", ""is_sla_breached"": 1, ""is_escalated"": 1, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 6.0, ""sla_risk_score"": 3.6}",3,2.775
doc_38_chunk_0,doc_38,90976246de58755c4bc1990eb16be67a,0,[PROBLEM] i would like to request a refund for the recent charge. i would like to request a refund for the recent charge. [RESOLUTION] data synchronization restored after backend service restart. [CONTEXT] Category : feature request Priority : medium Product : Mobile App Language : chinese Escalation: low SLA Status: met,51,68,"['problem', 'i', 'would', 'like', 'to', 'request', 'a', 'refund', 'for', 'the', 'recent', 'charge', 'i', 'would', 'like', 'to', 'request', 'a', 'refund', 'for', 'the', 'recent', 'charge', 'resolution', 'data', 'synchronization', 'restored', 'after', 'backend', 'service', 'restart', 'context', 'category', 'feature', 'request', 'priority', 'medium', 'product', 'mobile', 'app', 'language', 'chinese', 'escalation', 'low', 'sla', 'status', 'met']","{""rag_id"": ""90976246de58755c4bc1990eb16be67a"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""feature request"", ""priority"": ""medium"", ""language"": ""chinese"", ""product"": ""Mobile App"", ""is_sla_breached"": 0, ""is_escalated"": 0, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 4.0, ""sla_risk_score"": 3.2}",3,2.175
doc_39_chunk_0,doc_39,bdd2de747a0dfb2c282babb552c4a4ec,0,[PROBLEM] i would like to request a refund for the recent charge. i would like to request a refund for the recent charge. [RESOLUTION] data synchronization restored after backend service restart. [CONTEXT] Category : performance issue Priority : low Product : E-commerce Store Language : spanish Escalation: low SLA Status: met,51,68,"['problem', 'i', 'would', 'like', 'to', 'request', 'a', 'refund', 'for', 'the', 'recent', 'charge', 'i', 'would', 'like', 'to', 'request', 'a', 'refund', 'for', 'the', 'recent', 'charge', 'resolution', 'data', 'synchronization', 'restored', 'after', 'backend', 'service', 'restart', 'context', 'category', 'performance', 'issue', 'priority', 'low', 'product', 'e', 'commerce', 'store', 'language', 'spanish', 'escalation', 'low', 'sla', 'status', 'met']","{""rag_id"": ""bdd2de747a0dfb2c282babb552c4a4ec"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""performance issue"", ""priority"": ""low"", ""language"": ""spanish"", ""product"": ""E-commerce Store"", ""is_sla_breached"": 0, ""is_escalated"": 1, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 9.0, ""sla_risk_score"": 3.4}",2,3.475
doc_40_chunk_0,doc_40,ea1105bbbace5213a8d1b9fd9ffe07d3,0,[PROBLEM] my subscription was cancelled without my request and i need clarification. my subscription was cancelled without my request and i need clarification. [RESOLUTION] payment gateway timeout issue fixed and monitoring implemented. [CONTEXT] Category : security concern Priority : low Product : Analytics Dashboard Language : spanish Escalation: medium SLA Status: met,52,69,"['problem', 'my', 'subscription', 'was', 'cancelled', 'without', 'my', 'request', 'and', 'i', 'need', 'clarification', 'my', 'subscription', 'was', 'cancelled', 'without', 'my', 'request', 'and', 'i', 'need', 'clarification', 'resolution', 'payment', 'gateway', 'timeout', 'issue', 'fixed', 'and', 'monitoring', 'implemented', 'context', 'category', 'security', 'concern', 'priority', 'low', 'product', 'analytics', 'dashboard', 'language', 'spanish', 'escalation', 'medium', 'sla', 'status', 'met']","{""rag_id"": ""ea1105bbbace5213a8d1b9fd9ffe07d3"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""security concern"", ""priority"": ""low"", ""language"": ""spanish"", ""product"": ""Analytics Dashboard"", ""is_sla_breached"": 0, ""is_escalated"": 1, ""escalation_risk_level"": ""medium"", ""issue_complexity_score"": 10.0, ""sla_risk_score"": 3.75}",2,3.8011363636363638
doc_41_chunk_0,doc_41,45d806b69bc348fbc5a88e94ab0a53db,0,[PROBLEM] there seems to be a discrepancy in my billing statement for this month. there seems to be a discrepancy in my billing statement for this month. [RESOLUTION] payment gateway timeout issue fixed and monitoring implemented. [CONTEXT] Category : subscription cancellation Priority : high Product : Cloud Storage Language : german Escalation: low SLA Status: breached,56,74,"['problem', 'there', 'seems', 'to', 'be', 'a', 'discrepancy', 'in', 'my', 'billing', 'statement', 'for', 'this', 'month', 'there', 'seems', 'to', 'be', 'a', 'discrepancy', 'in', 'my', 'billing', 'statement', 'for', 'this', 'month', 'resolution', 'payment', 'gateway', 'timeout', 'issue', 'fixed', 'and', 'monitoring', 'implemented', 'context', 'category', 'subscription', 'cancellation', 'priority', 'high', 'product', 'cloud', 'storage', 'language', 'german', 'escalation', 'low', 'sla', 'status', 'breached']","{""rag_id"": ""45d806b69bc348fbc5a88e94ab0a53db"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""subscription cancellation"", ""priority"": ""high"", ""language"": ""german"", ""product"": ""Cloud Storage"", ""is_sla_breached"": 1, ""is_escalated"": 1, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 4.0, ""sla_risk_score"": 3.4}",1,2.225
doc_42_chunk_0,doc_42,cba3d66791998df67ef4f9000fe06d88,0,[PROBLEM] two-factor authentication codes are not being delivered to my phone. two-factor authentication codes are not being delivered to my phone. [RESOLUTION] the duplicate charge was reversed and refund processed within 3-5 business days. [CONTEXT] Category : subscription cancellation Priority : medium Product : Billing System Language : french Escalation: low SLA Status: met,54,72,"['problem', 'two', 'factor', 'authentication', 'codes', 'are', 'not', 'being', 'delivered', 'to', 'my', 'phone', 'two', 'factor', 'authentication', 'codes', 'are', 'not', 'being', 'delivered', 'to', 'my', 'phone', 'resolution', 'the', 'duplicate', 'charge', 'was', 'reversed', 'and', 'refund', 'processed', 'within', '3', '5', 'business', 'days', 'context', 'category', 'subscription', 'cancellation', 'priority', 'medium', 'product', 'billing', 'system', 'language', 'french', 'escalation', 'low', 'sla', 'status', 'met']","{""rag_id"": ""cba3d66791998df67ef4f9000fe06d88"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""subscription cancellation"", ""priority"": ""medium"", ""language"": ""french"", ""product"": ""Billing System"", ""is_sla_breached"": 0, ""is_escalated"": 0, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 1.0, ""sla_risk_score"": 2.6}",3,1.275
doc_43_chunk_0,doc_43,b83863d4a63353976edf211e78f022c1,0,[PROBLEM] i am experiencing very slow performance while using the dashboard. i am experiencing very slow performance while using the dashboard. [RESOLUTION] payment gateway timeout issue fixed and monitoring implemented. [CONTEXT] Category : performance issue Priority : low Product : Payment Gateway Language : german Escalation: low SLA Status: met,50,66,"['problem', 'i', 'am', 'experiencing', 'very', 'slow', 'performance', 'while', 'using', 'the', 'dashboard', 'i', 'am', 'experiencing', 'very', 'slow', 'performance', 'while', 'using', 'the', 'dashboard', 'resolution', 'payment', 'gateway', 'timeout', 'issue', 'fixed', 'and', 'monitoring', 'implemented', 'context', 'category', 'performance', 'issue', 'priority', 'low', 'product', 'payment', 'gateway', 'language', 'german', 'escalation', 'low', 'sla', 'status', 'met']","{""rag_id"": ""b83863d4a63353976edf211e78f022c1"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""performance issue"", ""priority"": ""low"", ""language"": ""german"", ""product"": ""Payment Gateway"", ""is_sla_breached"": 0, ""is_escalated"": 0, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 6.0, ""sla_risk_score"": 2.8}",2,2.575
